id|Tag|Authors|Year|Title|Journal|No|Pages|DOI|Link|Comment
273|Ramsay2016|Ramsay, J., Kohler, M.D., Davis, P.M., Wang, X., Holt, W., Weeraratne, D.S.|2016|Anisotropy from SKS splitting across the Pacific-North America plate boundary offshore southern California|Geoph. J. Int.|207|244-258|10.1093/gji/ggw271| |Splitting measurement obtained by the Silver and Chan (1991) method
274|Subacic2017|Subasic, S., Prevolnik, S., Herak, D., Herak, M.|2017|Observations of SKS splitting beneath the Central and Southern External Dinarides in the Adria-Eurasia convergence zone|Tectonophysics|705|93-100|10.1016/j.tecto.2017.03.027| |splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1991)
275|Mandal2016|Mandal, P.|2016|Shear-wave splitting in Eastern Indian Shield: Detection of a Pan-African suture separating Archean and Meso-Proterozoic terrains|Precambrian Res.|275|278-285|10.1016/j.precamres.2016.01.019| |Shear wave splitting analyzed using the semi automated approach of Vecsey et al. (2008)
276|Li2017|Li, S., Guo, Z., Chen, Y.J.|2017|Complicated 3D mantle flow beneath Northeast China from shear wave splitting and its implication for the Cenozoic intraplate volcanism|Tectonophysics|709|1-8|10.1016/j.tecto.2017.04.015| |Splitting measurement performed with Splitlab (Wuestefeld et al., 2008), the XKS splitting results are measured from both the rotation cross-correlation method (RC) (Bowman and Ando, 1987) and the eigenvalue method (EV) (Silver and Chan, 1991)
277|Long2016|Long, M.D., Biryol, C.B., Eakin, C.M., Beck,S.L., Wagner, L.S., Zandt, G., Minaya, E., Tavera, H.|2016|Overriding plate, mantle wedge, slab, and subslab contributions to seismic anisotropy beneath the northern Central Andean Plateau|Geochem. Geophys. Geosyst.|17|2556-2575|10.1002/2016GC006316| |Splitting measurement performed with Splitlab (Wuestefeld et al., 2008), minimum energy method (Silver and Chan, 1991)
278|Graw2017|Graw, J.H., Hansen, S.E.|2017|Upper mantle seismic anisotropy beneath the Northern Transantarctic Mountains, Antarctica from PKS, SKS, and SKKS splitting analysis|Geochem. Geophys. Geosyst.|18|544-557|10.1002/2016GC006729| |Splitting measurement performed with Splitlab (Wuestefeld et al., 2008), minimum energy method (Silver and Chan, 1991)
279|Benford2012|Benford, B., Tikoff, B., DeMets, C.|2012|Character of the Caribbean-Gonave-North America plate boundaries in the upper mantle based on shear-wave splitting|Geoph. Res. Lett.|39| L24303|10.1029/2012GL053766| |Splitting measured with Splitlab (Wuestefeld et al., 2008), rotation correlation method (Bowman and Ando, 1987)
280|White-Gaynor2017|White-Gaynor, A.L., Nyblade, A.A.|2017|Shear wave splitting across the Mid-Atlantic region of North America: A fossil anisotropy interpretation|Geology|45|555-558|10.1130/G38794.1| |Splitting measurements obtained by the Silver and Chan (1991) method
281|Homuth2016|Homuth, B., Lobl, U., Batte, A.G., Link, K., Kasereka, C.M., Rumpker, G.|2016|Seismic anisotropy of the lithosphere/asthenosphere system beneath the Rwenzori region of the Albertine Rift|International Journal of Earth Sciences|105|1681-1692|10.1007/s00531-014-1047-0| |Splitting measurements obtained by the Silver and Chan (1991) method
282|Qiang2017|Qiang, Z., Wu, Q., Li, Y., Gao, M., Demberel, S., Ulzibat, M., Sukhbaatar, U., Flesch, L.M.|2017|Complicated seismic anisotropy beneath south-central Mongolia and its geodynamic implications|Earth and Planetary Science Letters|465|126-133|10.1016/j.epsl.2017.02.035| |Splitting measurements performed with Splitlab (Wuestefeld et al., 2008), minimum energy method (Silver and Chan, 1991)
283|Rasendra2014|Rasendra, N., Bonnin, M., Mazzotti, S., Tiberi, C.|2014|Crustal and upper-mantle anisotropy related to fossilized transpression fabric along the Denali Fault, northern Canada Cordillera|Bulletin of the Seismological Society of America|104|1964-1975|10.1785/0120130233| |Splitting measurements performed with Splitlab (Wuestefeld et al., 2008), minimum energy method (Silver and Chan, 1991)
284|Barak2016|Barak, S., Klemperer, S.L.|2016|Rapid variation in upper-mantle rheology across the San Andreas fault system and Salton Trough, southernmost California, USA|Geology|44|575-578|10.1130/g37847.1| |Splitting parameters determined with Splitlab (Wuestefeld et al., 2008)
285|Eken2013|Eken, T., Tilmann, F., Mechie, J., Zhao, W., Kind, R., Su, H., Xue, G., Karplus, M.|2013|Seismic anisotropy from SKS splitting beneath northeastern Tibet|Bull. Seismol. Soc. Amer.|103|3362-3371|10.1785/0120130054| |Splitting measurement obtained by the Silver and Chan (1991) method
286|Chen2017|Chen, H., Niu, F., Obayashi, M., Grand, S.P., Kawakatsu, H., John Chen, Y., Ning, J., Tanaka, S.|2017|Mantle seismic anisotropy beneath NE China and implications for the lithospheric delamination hypothesis beneath the southern Great Xing'an range|Earth Planet. Sci. Lett.|471|32-41|10.1016/j.epsl.2017.04.030| |Splitting measurement obtained by the Silver and Chan (1991) method
287|Lynner2017|Lynner, C., Bodmer, M.|2017|Mantle flow along the eastern North American margin inferred from shear wave splitting|Geology|45|867-870|10.1130/G38980.1.| |Splitting obtained with SplitLab software (Wuestefeld et al., 2008)
288|Cao2017|Cao, L., Kao, H., Wang, K.|2017|Contrasting upper-mantle shear wave anisotropy across the transpressive Queen Charlotte margin|Tectonophysics|717|311-320|10.1016/j.tecto.2017.07.025| |Splitting measured with Splitlab software (Wuestefeld et al., 2008)
289|Ramirez2018|Ramirez, C., Nyblade, A., Wysession, M.E., Pratt, M., Andriampenomanana, F., Rakotondraibe, T.|2018|Complex seismic anisotropy in Madagascar revealed by shear wave splitting measurements|Geoph. J. Int.|215(3)|1718-1727|10.1093/gji/ggy367| |Splitting measured with Silver and Chan (1991) method and stacked with Wolfe and Silver (1998) method
290|Aragon2017|J.C., Aragon, M.D., Long, M.H., Benoit|2017|Lateral Variations in SKS Splitting Across the MAGIC Array,Central Appalachians|Geochemistry, Geophysics, Geosystems|18|20|10.1002/2017GC007169|https://doi.org/10.1002/2017GC007169|Splitting measured with Silver & Chan method (1991)
291|Confal2016|Confal, J.M., Eken, T., Tilmann, F., Yolsal-Cevikbilen, S., Cubuk-Sabuncu, Y., Saygin, E., Taymaz, T.|2016|Investigation of mantle kinematics beneath the Hellenic-subduction zone with teleseismic direct shear waves|Phys. Earth Planet. Int.|261|11|10.1016/j.pepi.2016.10.012|https://doi.org/10.1016/j.pepi.2016.10.012|Splitting measurement made with Silver & Chan method (1991)
292|Eakin2015|Eakin, C.M., Long, M.D., Scire, A., Beck, S.L., Wagner, L.S., Zandt, G., Tavera, H.|2015|Internal deformation of the subducted Nazca slab inferred deformation from seismic anisotropy|Nature|9|56-59| 10.1038/NGEO2592|https://www.nature.com/articles/ngeo2592|Splitting measured made with SplitLab (Wuestefeld et al., 2008) following the Russo, R., Silver, P. method (1994)
293|Homuth2016|Homuth, B., Loebl, U., Batte, A.G., Link, K., Kasereka, C.M., Ruempker, G., Ruempker, G., Mertz, D.F.|2016|Seismic anisotropy of the lithosphere/asthenosphere system beneath the Rwenzori region of the Albertine Rift|International Journal of Earth Sciences = Geologische Rundschau|105|1681-1692|10.1007/s00531-014-1047-0|https://link.springer.com/article/10.1007%2Fs00531-014-1047-0|Silver & Chan method (1991) for individual measurements and mean calculated from Wolfe & Silver method (1998)
294|Bonnin2017|Bonnin, M., Chevrot, S., Gaudot, I., Haugmard, M.|2017|Upper-mantle deformation beneath the Pyrenean domain inferred from SKS splitting in northern Spain and southern France|Geoph. J. Int.|210|898 - 910|10.1093/gji/ggx193|https://doi.org/10.1093/gji/ggx193|splitting measured with SplitLab (Wuestefeld et al., 2008), Silver & Chan method (1991), mean calculated from Wolfe & Silver method (1998)
295|Idarraga2016|Idarraga-Garcia, J., Kendall, J.M., Vargas, C.A.|2016|Shear wave anisotropy in northwestern South America and its link to the Caribbean and Nazca subduction geodynamics|Geochemistry, Geophysics, Geosystems|17|3655-3673|10.1002/2016GC006323|https://doi.org/10.1002/2016GC006323|Silver & Chan method (1991) for individual measurements
296|Jiang2018|Jiang, C., Schmandt, B., Clayton, R.W.|2018|An anisotropic contrast in the lithosphere across the central San Andreas Fault|Geoph. Res. Lett.|45|3967-3975|10.1029/2018GL077476|https://doi.org/10.1029/2018GL077476|Splitting measured with SplitLab (Wuestefeld et al., 2008) following the Silver & Chan method (1991) to determine individual measurements and mean calculated from Wolfe & Silver method (1998)
297|Kumar2018|Kumar, N., Kumar, S.|2018|Evidence of multifaceted SKS/SKKS splitting directions in the Sikkim Himalaya, India|Journal of Geodynamics|117|12-20|10.1016/j.jog.2018.02.003|https://doi.org/10.1016/j.jog.2018.02.003|Splitting measured following the Silver & Chan method (1991)
298|Lemnifi2017|Lemnifi, A.A., Elshaafi, A., Karaoglu, O., Salah, M.K., Aouad, N., Reed, C.A., Yu, Y.|2017|Complex seismic anisotropy and mantle dynamics beneath Turkey|Journal of Geodynamics|112|31-45|10.1016/j.jog.2017.10.004|https://doi.org/10.1016/j.jog.2017.10.004|Splitting measured following the Liu & Gao procedure (2013) and the Silver and Chan (1991) transverse energy method
299|Yutao2015|Yutao, Shi, Yuan, Gao, Lingxue, Tai, Yuanyuan, Fu|2015|The shear-wave splitting in the crust and the upper mantle around the Bohai Sea, North China|Journal of Asian Earth Sciences|111|505-516|10.1016/j.jseaes.2015.06.015|https://doi.org/10.1016/j.jseaes.2015.06.015|Splitting measured following the Liu & Gao method (2013) based on the Silver & Chan method (1991)
300|Lijun2017|Chang, L., Ding, Z., Wang, C., Flesch, L.M.|2017|Vertical coherence of deformation in lithosphere in the NE margin of the Tibetan plateau using GPS and shear-wave splitting data|Tectonophysics|699|93-101|10.1016/j.tecto.2017.01.025|https://doi.org/10.1016/j.tecto.2017.01.025|Splitting measured following the Silver & Chan method (1991) for individual measurements and mean calculated from Wolfe & Silver method (1998)
301|Lynner2014|Lynner, C., Long, M.D.|2014|Sub-slab anisotropy beneath the Sumatra and circum-Pacific subduction zones from source-side shear wave splitting observations|Geochemistry, Geophysics, Geosystems|15|2262-2281|10.1002/2014GC005239|https://doi.org/10.1002/2014GC005239|Splitting of direct S waves measured with SplitLab (Wuestefeld et al., 2008), corrected from station-side effects and projected at the event location
302|Castellanos2017|Castellanos, Jorge, Perez-Campos, Xyoli, Valenzuela, Raul, Husker, Allen, Ferrari, Luca|2017|Crust and upper-mantle seismic anisotropy variations from the coast to inland in central and Southern Mexico|Geoph. J. Int.|210|360-374|10.1093/gji/ggx174|https://doi.org/10.1093/gji/ggx174|Splitting measured following the Silver & Chan (1991), taken from the BSc thesis of Rojo Garibaldi (2011)
303|Gao2010|Gao, S.S., Liu, K.H., Abdelsalam, Mohamed G.|2010|Seismic anisotropy beneath the Afar Depression and adjacent areas: Implications for mantle flow|Journal of geophysical research|115|B12330|10.1029/2009JB007141|https://doi.org/10.1029/2009JB007141|Splitting measured with Liu & Gao method (2008), based on Silver & Chan method (1991)
304|Levin2008|Levin, V., Roecker, S., Graham, P., Hosseini, A.|2008|Seismic anisotropy indicators in Western Tibet: Shear wave splitting and receiver function analysis|Tectonophysics|462|99-108|10.1016/j.tecto.2008.03.019|https://doi.org/10.1016/j.tecto.2008.03.019|Splitting measured following the Menke & Levin method (2003)
305|Baccheschi2011|P., Baccheschi, L., Margheriti, M.S., Steckler, E., Boschi|2011|Anisotropy patterns in the subducting lithosphere and in the mantle wedge: A case study - The southern Italy subduction system|Journal of Geophysical Research|116|B08306|10.1029/2010JB007961|https://doi.org/10.1029/2010JB007961|Splitting measured following the Silver & Chan method (1991)
306|Scholz2018|Scholz, J.-R., Barruol, G., Fontaine, F.R., Mazzullo, A., Montagner, J.P., Stutzmann, E., Michon, L., Sigloch, K.|2018|SKS splitting in the Western Indian Ocean from land and seafloor seismometers: Plume, plate and ridge signatures|Earth Planet. Sci. Lett.|498|169-184|10.1016/j.epsl.2018.06.033|https://doi.org/10.1016/j.epsl.2018.06.033|Splitting measured with SplitLab (Wuestefeld et al., 2008) following the Silver & Chan method (1991)
307|Tepp2018|Tepp, G., Ebinger, C.J., Zal, H., Gallacher, R., Accardo, N., Shillington, D.J., et al.|2018|Seismic Anisotropy of the Upper Mantle Below the Western Rift, East Africa|Journal of Geophysical Research|123|5644-5660|10.1029/2017JB015409|https://doi.org/10.1029/2017JB015409|Splitting measured with SplitLab software for MATLAB (Wuestefeld et al., 2008) following the rotation correlation method (Bowman & Ando, 1987)
308|Yu2018|Yu, Y., Gao, S.S., Liu, K.H., Yang, T., Xue, M., Le, K.P., Gao, J.|2018|Characteristics of the Mantle Flow System Beneath the Indochina Peninsula Revealed by Teleseismic Shear Wave Splitting Analysis|Geochemistry, Geophysics, Geosystems|19|1519-1532|10.1029/2018GC007474|https://doi.org/10.1029/2018GC007474|Splitting measured following the Liu & Gao method (based on Silver & Chan method (1991)) (2013)
309|Sadeghi_Bagherabadi2018|Sadeghi-Bagherabadi, Amir, Sobouti, Farhad, Ghods, Abdolreza, Motaghi, Khalil, Talebian, Morteza, Chen Ling, Jiang Mingming, Ai Yinshuang, He Yumei|2018|Upper mantle anisotropy and deformation beneath the major thrust-and-fold belts of Zagros and Alborz and the Iranian Plateau|Geoph. J. Int.|214|1913-1918|10.1093/gji/ggy233|https://doi.org/10.1093/gji/ggy233|Splitting measured with SplitLab (Wuestefeld et al., 2008) following the Silver & Chan minimum energy method (1991)
310|Roy2013|Roy, C., Ritter, J.R.R.|2013|Complex deep seismic anisotropy below the Scandinavian Mountains|Journal of Seismology|17|361-384|10.1007/s10950-012-9325-4|https://doi.org/10.1007/s10950-012-9325-4|Splitting measured with Java code following the Silver & Chan method (1991)
311|Cao2017|Cao, Lingmin, Kao, Honn, Wang, Kelin|2017|Contrasting upper-mantle shear wave anisotropy across the transpressive Queen Charlotte margin|Tectonophysics|717|311-320|10.1016/j.tecto.2017.07.025|https://doi.org/10.1016/j.tecto.2017.07.025|Splitting measured with SplitLab (Wuestefeld et al., 2008) following the Minimum Energy Method (Silver & Chan, 1991)
312|Lynner2013|Lynner, C., Long, M.D.|2013|Sub-slab seismic anisotropy and mantle flow beneath the Caribbean and Scotia subduction zones: Effects of slab morphology and kinematics|Earth Planet. Sci. Lett.|361|367-378|10.1016/j.epsl.2012.11.007|https://doi.org/10.1016/j.epsl.2012.11.007|Splitting measured with SplitLab (Wuestefeld et al., 2008) following the Russo & Silver method (1994), correction of station-side effects and projected at the event location
313|Cherie2016|Cherie, S.G., Gao, S.S., Liu, K.H., Elsheikh, A.A., Kong, F., Reed, C.A., Yang, B.B.|2016|Shear wave splitting analyses in Tian Shan: Geodynamic implications of complex seismic anisotropy|Geochemistry, Geophysics, Geosystems|17|1975-1989|10.1002/2016GC006269|https://doi.org/10.1002/2016GC006269|Splitting measured following the Liu & Gao method (2013) based on the Silver & Chan method (1991)
314|Chagas_de_Melo2018|Chagas de Melo, B., Assumpcao, M., 3-Basins Project Team|2018|Mantle anisotropy and asthenospheric flow around cratons in southeastern South America|Geoph. J. Int.|215|494-506|10.1093/gji/ggy288|http://doi.org/10.1093/gji/ggy288|Splitting measured with SplitRacer (Reiss & RŸmpker, 2017) following the Silver & Chan method (1991)
315|Russo2009|Russo, R.M., Mocanu, V.I.|2009|Source-side shear wave splitting and upper mantle flow in the Romanian Carpathians and surroundings|Earth Planet. Sci. Lett.|287|205-216|10.1016/j.epsl.2009.08.028|http://doi.org/10.1016/j.epsl.2009.08.028|Splitting measured from Silver and Chan method (1991) and corrected from station-side effects and projected at the event location
316|Long2006|Long, M.D., van der Hilst, R.D.|2006|Shear wave splitting from local events beneath the Ryukyu arc: Trench-parallel anisotropy in the mantle wedge|Phys. Earth Planet. Int.|155|300-312|10.1016/j.pepi.2006.01.003|https://doi.org/10.1016/j.pepi.2006.01.003|splitting measured corrected from station-side effects and projected at the event location
317|Li2018|Li, Hongyi, Song, Xiaodong, Lü, Qingtian, Yang, Xiaoyu, Deng, Yangfan, Ouyang, Longbin, Li, Jiapeng, Li, Xinfu, Jiang, Guoming|2018|Seismic Imaging of Lithosphere Structure and Upper Mantle Deformation Beneath East-Central China and Their Tectonic Implications|Journal of Geophysical Research|123|2856-2870|10.1002/2017JB014992|http://doi.org/10.1002/2017JB014992|Splitting measured with SplitLab (Wuestefeld et al., 2008)
318|Wirth2010|Wirth, E., Long, M.D.|2010|Frequency-dependent shear wave splitting beneath the Japan and Izu-Bonin subduction zones|Phys. Earth Planet. Int.|181|141-154|10.1016/j.pepi.2010.05.006|https://doi.org/10.1016/j.pepi.2010.05.006|Splitting measured with SplitLab (Wuestefeld et al., 2008) following the Silver & Chan method (1991), corrected from station-side effects and projected at the event location
319|Nowacki2015|Nowacki, A., Kendall, J.M., Wookey, J., Pemberton, A.|2015|Mid-mantle anisotropy in subduction zones and deep water transport|Geochemistry, Geophysics, Geosystems|16|764-784|10.1002/2014GC005667|http://doi.org/10.1002/2014GC005667|Splitting measured corrected from station-side effects and projected at the event location
320|Nowacki2012|Nowacki, A., Kendall, J.M., Wookey, J.|2012|Mantle anisotropy beneath the Earth's mid-ocean ridges|Earth Planet. Sci. Lett.|317-318|56-67|10.1016/j.epsl.2011.11.044|https://doi.org/10.1016/j.epsl.2011.11.044|Splitting measured following the minimum eigenvalue method of Teanby et al. (2004) which is an extension of that of Silver and Chan (1991), corrected from station-side effects and projected at the event location
321|Zhao2008|Zhao, Liang, Zheng, Tianyu, Lü, Gang|2008|Insight into craton evolution: Constraints from shear wave splitting in the North China Craton|Physics of the Earth and Planetary Interiors|168|153-162|10.1016/j.pepi.2008.06.003|http://doi.org/10.1016/j.pepi.2008.06.003|Splitting measured following the Silver & Chan method (1991)
322|Lynner2015|Lynner, C., Long, M.D.|2015|Heterogeneous seismic anisotropy in the transition zone and uppermost lower mantle: evidence from South America, Izu-Bonin and Japan|Geoph. J. Int.|201|1545-1552|10.1093/gji/ggv099|http://doi.org/10.1093/gji/ggv099|Splitting measured with SplitLab (Wuestefeld et al., 2008), corrected from station-side effects and projected at the event location
323|Mohiuddin2015|Mohiuddin, A., Long, M.D., Lynner, C.|2015|Mid-mantle seismic anisotropy beneath southwestern Pacific subduction systems and implications for mid-mantle deformation|Phys. Earth Planet. Int.|245|1-14|10.1016/j.pepi.2015.05.003|https://doi.org/10.1016/j.pepi.2015.05.003|Splitting measured with SplitLab (Wuestefeld et al., 2008) following the the source-side shear wave splitting methode (Vinnik and Kind, 1993, Russo and Silver, 1994, and later studies). Splitting measured corrected from station-side effects and projected at the event location.
324|Marone2007|Marone, F., Romanowicz, B., Marone, F., Romanowicz, B.|2007|The depth distribution of azimuthal anisotropy in the continental upper mantle|Nature|447|198-201|10.1038/nature05742|http://doi.org/doi:10.1038/nature05742|Splitting measured following the Silver & Savage method (1994)
325|Eakin2018|Eakin, C.M., Rychert, C.A., Harmon, N.|2018|The Role of Oceanic Transform Faults in Seafloor Spreading: A Global Perspective From Seismic Anisotropy|J. Geophys. Res.|123|1736-1751|10.1002/2017JB015176|http://doi.org/10.1002/2017JB015176|Splitting measured with SplitLab (Wuestefeld et al., 2008), corrected from source-side effects and projected at the event location
326|Walther2014|Walther, M., Plenefisch, T., Ruempker, G.|2014|Automated analysis of SKS splitting to infer upper mantle anisotropy beneath Germany using more than 20 yr of GRSN and GRF data|Geoph. J. Int.|196|1207-1236|10.1093/gji/ggt456|http://doi.org/10.1093/gji/ggt456|Splitting measured following the Silver & Savage method (1994)
327|Liddell2017|Liddell, M.V., Bastow, I., Darbyshire, F., Gilligan, A., Pugh, S.|2017|The formation of Laurentia: Evidence from shear wave splitting|Earth Planet. Sci. Lett.|479|170-178|10.1016/j.epsl.2017.09.030|https://doi.org/10.1016/j.epsl.2017.09.030|Splitting measured following the Teanby method (2004) built on the Silver & Chan method (1991)
328|Reed2017|Reed, C.A., Liu, K.H., Yu, Y., Gao, S.S.|2017|Seismic anisotropy and mantle dynamics beneath the Malawi Rift Zone, East Africa|Tectonics|36|1338-1351|10.1002/2017TC004519|https://doi.org/10.1002/2017TC004519|Splitting measured following the Liu & Gao method (based on the Silver & Chan method (1991)) (2013)
329|Roy2014|Roy, S.K., Kumar, M.R., Srinagesh, D.|2014|Upper and lower mantle anisotropy inferred from comprehensive SKS and SKKS splitting measurements from India|Earth Planet. Sci. Lett.|392|192-206|10.1016/j.epsl.2014.02.012|https://doi.org/10.1016/j.epsl.2014.02.012|Splitting measured with SplitLab (Wuestefeld et al., 2008) following the transverse component minimization method (Silver and Chan, 1991)
330|Hicks2012_SKS|Hicks, S.P., Nippress, S.E.J., Rietbrock, A.|2012|Sub-slab mantle anisotropy beneath south-central Chile|Earth Planet. Sci. Lett.|357-358|203-213|10.1016/j.epsl.2012.09.017|http://doi.org/10.1016/j.epsl.2012.09.017|Splitting measured with Teanby method (2004) following the Silver & Chan method (1991)
331|Hicks2012_S|Hicks, S.P., Nippress, S.E.J., Rietbrock, A.|2012|Sub-slab mantle anisotropy beneath south-central Chile|Earth Planet. Sci. Lett.|357-358|203-213|10.1016/j.epsl.2012.09.017|http://doi.org/10.1016/j.epsl.2012.09.017|Splitting measured with Teanby method (2004) following the Silver & Chan method (1991)
332|Kuo2018|Kuo, B.-Y., Lin, S.-C., Lin, Y.-W.|2018|SKS splitting and the scale of vertical coherence of the Taiwan mountain belt|J. Geophys. Res.|123|1366-1380|10.1002/2017JB014803|https://doi.org/10.1002/2017JB014803|Splitting measured following two methods: the Bowman & Ando method (waveform correlation, 1986) and the Silver & Chan method (particle motion analysis, 1991)
333|Barruol2011|Barruol, G., Bonnin, M., Pedersen, H., Bokelmann, G.H.R., Tiberi, C.|2011|Belt-parallel mantle flow beneath a halted continental collision: The Western Alps|Earth Planet. Sci. Lett.|302|429-438|10.1016/j.epsl.2010.12.040|https://doi.org/10.1016/j.epsl.2010.12.040|Splitting measured with SplitLab (Wuestefeld et al., 2008) following the minimum eigenvalue method (Silver and Chan, 1991)
334|Barruol2002|Barruol, G., Granet, M.|2002|A Tertiary asthenospheric flow beneath the southern French Massif Central indicated by upper mantle seismic anisotropy and related to the west Mediterranean extension|Earth Planet. Sci. Lett.|202|31-47|10.1016/S0012-821X(02)00752-5|https://doi.org/10.1016/S0012-821X(02)00752-5|Splitting measured following the Silver & Chan method (1991)
335|Barruol2004| Barruol, G., Deschamps, A., Coutant, O.|2004|Mapping upper mantle anisotropy beneath SE France by SKS splitting indicates Neogene asthenospheric flow induced by Apenninic slab roll-back and deflected by the deep Alpine roots|Tectonophysics|394|125-138|10.1016/j.tecto.2004.08.002|https://doi.org/10.1016/j.tecto.2004.08.002|Splitting measured following the Silver & Chan method (1991)
336|Kufner2018| Kufner, S.-K., Eken, T., Tilmann, F., Schurr, B., Yuan, X., Mechie, J., Sippl, C., Schneider, F.|2018|Seismic anisotropy beneath Pamir and Hindu Kush: evidence for contributions from subducted crust, lithosphere and asthenosphere|Journal of Geophysical Research|123| |10.1029/2018JB015926|https://doi.org/10.1029/2018JB015926|Silver & Chan method (1991) for individual measurements and mean calculated from Wolfe & Silver method (1998)
337|Saikia2018|Saikia, D., Kumar, M.R., Singh, A., Roy, S.K., Solomon Raju, P., Lyngdoh, A.C.|2018|Mantle Deformation in the Eastern Himalaya, Burmese Arc and Adjoining Regions|Geochemistry, Geophysics, Geosystems|19| |10.1029/2018GC007691|http://doi.org/10.1029/2018GC007691|Splitting measured with SplitLab (Wuestefeld et al., 2008) following the Silver & Chan method (1991)
338|Chang2015a|Chang, L., Flesch, L.M., Wang, C., Ding, Z.|2015|Vertical coherence of deformation in lithosphere in the eastern Himalayan syntaxis using GPS, Quaternary fault slip rates, and shear wave splitting data|Geoph. Res. Lett.|42|5813-5819|10.1002/2015GL064568|http://doi.org/10.1002/2015GL064568|Silver & Chan method (1991) for individual measurements and mean calculated from Wolfe & Silver method (1998)
339|Salimbeni2007|Salimbeni, S., Pondrelli, S., Margheriti, L., Levin, V., Park, J., Plomerova, J., Babuska, V.|2007|Abrupt change in mantle fabric across northern Apennines detected using seismic anisotropy|Geoph. Res. Lett.|34|L07308|10.1029/2007GL029302|http://doi.org/10.1029/2007GL029302|Splitting measured following the Sileny and Plomerova method (1996)
340|Chang2015b|Chang, L.J., Wang, C.Y., Ding, Z.F., You, H.C., Lou, H., Shao, C.R.|2015|Upper mantle anisotropy of the eastern Himalayan syntaxis and surrounding regions from shear wave splitting analysis|SCIENCE CHINA Earth Sciences|58|1872-1882|10.1007/s11430-015-5098-2|http://doi.org/10.1007/s11430-015-5098-2|Silver & Chan method (1991) for individual measurements and mean calculated from Wolfe & Silver method (1998)
341|Yang2017|Yang, B.B., Liu, Y., Dahm, H., Liu, K.H., Gao, S.S.|2017|Seismic azimuthal anisotropy beneath the Eastern United States and its geodynamic implications|Geoph. Res. Let.|44|2670-2678|10.1002/2016GL071227|https://doi.org/10.1002/2016GL071227|Splitting measured following the Liu & Gao method (method based on Silver & Can method (1991)) (213)
342|Rau2000|Rau, R.-J., Liang, W.-T., Kao, H., Huang, B.-S.|2000|Shear wave anisotropy beneath the Taiwan orogen|Earth Planet. Sci. Lett.|177|177-192|10.1016/S0012-821X(00)00058-3|https://doi.org/10.1016/S0012-821X(00)00058-3|direct S and ScS splittings for deep events
343|Zhao2010|Zhao, L., Xue, M.|2010|Mantle flow pattern and geodynamic cause of the North China Craton reactivation: Evidence from seismic anisotropy|Geochemistry, Geophysics, Geosystems|11|@|10.1029/2010GC003068|http://doi.org/10.1029/2010GC003068|Splitting measured following the Silver & Chan method (1991)
344|Kong2018|Kong, Fansheng, Wu, Jing, Liu, Lin, Liu, Kelly H., Song, Jianguo, Li, Jiabiao, Gao, Stephen S.|2018|Azimuthal anisotropy and mantle flow underneath the southeastern Tibetan Plateau and northern Indochina Peninsula revealed by shear wave splitting analyses|Tectonophysics|747-748|68-78|10.1016/j.tecto.2018.09.013|http://doi.org/10.1016/j.tecto.2018.09.013|Splitting measured following the Liu and Gao method (2013), which is based on the transverse energy minimization method (Silver and Chan, 1991)
345|Walker2001|Walker, K.T., Bokelmann, G.H.R., Klemperer, S.L.|2001|Shear-wave splitting to test mantle deformation models around Hawaii|Geoph. Res. Let.|28|4319-4322|10.1029/2001GL013299|http://doi.org/10.1029/2001GL013299|Splitting measured following the Silver & Chan method (1991)
346|Elsheikh2019|Elsheikh, A.A.|2019|Seismic anisotropy and mantle flow beneath East Africa and Arabia|Journal of African Earth Sciences|149|97-108|10.1016/j.jafrearsci.2018.08.002|http://doi.org/10.1016/j.jafrearsci.2018.08.002|Splitting measured following the Liu & Gao method (2013) based on the transverse component energy minimization method (Silver & Chan, 1991)
347|Sadeghi_2018|Sadeghi-Bagherabadi, A., Margheriti, L., Aoudia, A., Sobouti, F.|2018|Seismic Anisotropy and Its Geodynamic Implications in Iran, the Easternmost Part of the Tethyan Belt|Tectonics|37| |10.1029/2018TC005209|https://doi.org/10.1029/2018TC005209|Splitting measured with SplitLab software (Wuestefeld et al., 2018), minimum energy method from Silver and Chan (1991)
348|Chen2018|Chen, X., Li, Y., Levin, V.|2018|Evidence for a Multilayered and Laterally Variable Anisotropic Structure|Geochemistry, Geophysics, Geosystems|19(8)|2857-2871|10.1029/2018GC007646|https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2018GC007646|Splitting measured with SplitLab software (Wuestefeld et al., 2018), using Bowman and Ando (1987) Rotation Correlation method
349|Yang2018|Yang, Y., Liang, C., Fang, L., Su, J., Hua, Q.|2018|A Comprehensive Analysis on the Stress Field and Seismic Anisotropy in Eastern Tibet|Tectonics|37(6)|1648-1657|10.1029/2018TC005011|https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2018TC005011|Splitting measured with SplitLab software (Wuestefeld et al., 2018), minimum energy method from Silver and Chan (1991)
350|Li2019|Li, Y., Levin, V., Elkington, S., Hlavaty, J.|2019|Localized Anisotropic Domains Beneath Eastern North America|Geochemistry, Geophysics, Geosystems| | |10.1029/2019GC008518|https://doi.org/10.1029/2019GC008518|Splitting measured with Splitlab (Wuestefeld et al., 2008), using Bowman and Ando (1987) Rotation Correlation method
